HAM	Your Acct 304XXXX489 Has Been Debited with NGN500.00 On 08-AUG-2014 17:09:59 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,478.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 05-AUG-2014 15:13:03 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,978.30CR
HAM	Your Acct 304XXXX489 Has Been Credited with NGN4,000.00 On 05-AUG-2014 10:04:43 By BABALOLA NIYI/4642429. Bal: NGN4,978.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN40.00 On 26-JUL-2014 06:06:31 By 27-Jun-2014 to 26-JUL-2014 SMS Alert Cha. Bal: NGN978.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 14-JUL-2014 16:47:56 By ATM WITHDRAWAL-GTBank UNAAB Branch/Abeok. Bal: NGN1,218.30CR
HAM	Your Acct 304XXXX489 Has Been Credited with NGN2,200.00 On 14-JUL-2014 13:32:37 By NIYI IYADE. Bal: NGN3,218.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 07-JUL-2014 09:11:36 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,018.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-JUN-2014 17:44:09 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,090.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN500.00 On 06-JUN-2014 14:22:12 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,290.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 06-JUN-2014 14:18:57 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,790.30CR
HAM	Your Acct 304XXXX489 Has Been Credited with NGN3,000.00 On 04-JUN-2014 16:01:40 By CASH DEP 3RD PARTY:GBEMIGA. Bal: NGN4,790.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 04-JUN-2014 13:46:19 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,790.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 04-JUN-2014 13:43:54 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,890.30CR
HAM	Your Acct 304XXXX489 Has Been Credited with NGN2,000.00 On 03-JUN-2014 14:55:27 By BABALOLA OLANIYI9156758. Bal: NGN3,890.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN10,000.00 On 01-JUN-2014 17:17:25 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,890.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 01-JUN-2014 15:25:15 By 01May-31May 2014. Bal: NGN11,890.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN5.00 On 01-JUN-2014 15:25:15 By VAT on 01May-31May 2014. Bal: NGN11,890.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 28-MAY-2014 09:01:22 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN12,039.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 26-MAY-2014 18:14:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN14,039.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN5,000.00 On 20-MAY-2014 14:07:45 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN16,039.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN20,000.00 On 20-MAY-2014 14:06:52 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN21,039.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 12-MAY-2014 09:29:34 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,039.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN6,000.00 On 12-MAY-2014 09:25:09 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,139.30CR
HAM	Your Acct 304XXXX489 Has Been Credited with NGN6,000.00 On 05-MAY-2014 08:46:40 By BABALOLA OLANIYI/2900315. Bal: NGN7,139.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN5,000.00 On 02-MAY-2014 18:45:42 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,139.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN28.00 On 26-APR-2014 09:19:06 By 27-Mar-2014 to 26-APR-2014 SMS Alert Cha. Bal: NGN1,039.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-APR-2014 15:09:27 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,067.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 23-APR-2014 15:07:46 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,167.30CR
HAM	Your Acct 304XXXX489 Has Been Credited with NGN3,000.00 On 23-APR-2014 13:13:01 By AKINLOYE/6937246. Bal: NGN4,167.30CR
HAM	Dear Customer, use FirstBank MasterCard for your international shopping and win an iPad or get N500 cash back. Kindly call 014485500 for more details.
HAM	Dear Customer, your Naira MasterCard annual international spend limit has been increased from $40,000 to $150,000. You now have access to more funds abroad.
HAM	Your Acct 3041207489 Has Been Debited with NGN3,000.00 On 09-APR-2014 19:01:39 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,167.30CR
HAM	Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 18-JUL-2014 17:51:48 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,018.30CR
HAM	Your Acct 3041207489 Has Been Debited With N20,000.00 On 17-Oct-12 09:14 AM By ATM WITHDRAWAL-FBN/Abeokuta Main2/Ogun//NG. Bal:=N2,081.57 CR
HAM	Your Acct 3041207489 Has Been Credited With N20,000.00 On 16-Oct-12 16:01 PM By AJAYI BISOLA. Bal:=N22,081.57 CR
HAM	Dear Valued Customer, please beware and disregard mails  requesting for your PIN or account details.  Call FirstContact on- 07080625000 for enquiries.
SPAM	How Nigerian are you? Prove it! Answer 3 Questions correctly & be rewarded with DSTV Walka7s & more. Text GOL to 5030 T&Cs apply and stop to unsubcribe
HAM	Enjoy 5days of UNLIMITED Airtel-2-Airtel Night calls and make calls to other networks at 10k/sec from 11pm - 5am for JUST N100. Dial *786*10# NOW
HAM	Dial *991# for the WTFB bundle to get the all-in-one access to WhatsApp, Facebook, Twitter & BBM at just N100 weekly
HAM	Dial *990# for the WTF bundle to get the all-in-one access to WhatsApp, Twitter, Facebook & BBM  at just N200 monthly
HAM	BREAKING NEWS! Dial *678*12# now to get the breaking news every day on your mobile for N120/30 days only!
HAM	Today's internet bundle: Dial *141*11*2# for 50MB for N300 valid for 7 days
HAM	Dear Customer, Get 80MB for 14 days at N500 ONLY, dial *141*11*3#. You can also dial *141*1# for more plans that meet your lifestyle
HAM	Recharge upto N100 now to enjoy FACEBOOK WEEKLY.Simply recharge, dial *688*3# and update your status, like comments and more for as low as N100/week
HAM	Make intl calls to UKMobile, UAE, Saudi Arabia   N25/min. Also, get up to 60% discount on calls to 19 other countries. Dial *789*20# NOW to buy N200 bundle
HAM	Dial *678# to subscribe to Airtel Mobile Newspaper alerts at N120 monthly . Stay up-to-date with breaking news,entertainment,business,football news and more!
HAM	Browse the internet for as much as 12MB at N100 ONLY valid for 2 days, dial *141*13*10#...or dial *141*1# for other fantastic data offerings
HAM	Call 14120 to get INSTANT airtime.
HAM	<ussd><type>3</type><msg>Dear Customer, you do not have sufficient balance for this plan.</msg></ussd>
HAM	Dear valued customer, please be informed that your WhatsApp bundle expires in 3 days.
HAM	100% FREE credit! Dear customer, just recharge today & talk for free! Your number 7019523633 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!
HAM	Do you know you can RECHARGE and get 100% extra airtime INSTANTLY to call any Airtel number? Recharge Now!
HAM	Watch Youtube videos with just 10MB directly on your Mobile phone. Call 14154 for FREE to Enjoy... #TGIF
HAM	Get JOB Alerts, SUCCESS tips and BUSINESS Deals right on your mobile device. Call 1413 now, It's Absolutely FREE!
HAM	Enjoy Cool New year Deals today. Call 1413 now, It's FREE to call.
HAM	Show off your Swag with Cool Naija Tunes. Call 1418 now, It's FREE to call.
HAM	Call 1413 now to enjoy our New Year Offers. Hurry, It's FREE to call. 
HAM	Compliments of the season!! Enjoy free Internet from Airtel on Free Zone powered by Google Click http://g.co/freezone NOW to enjoy (No data charges apply)
HAM	Get 150MB at N600 valid for 14 days, dial *141*13*13#..or dial *141*1# for other fantastic data offerings
HAM	Buy the Airtel ITEL Phone for N2,000 and get over N4,000 worth of value in return. Enjoy FREE access to the internet on the go with Free Zone!
HAM	Call 1418 to enjoy Hot Naija tunes now. Hurry, It's FREE to call.
HAM	Dear valued customer, please be informed that your WhatsApp bundle expires in 7 days.
HAM	Enjoy our hourly deals now, Call 1413. Hurry, It's FREE to call.
HAM	Experience priceless and FAST internet on the Airtel Network! Select a data plan today, dial *141*1#. Now, click to try http://bit.ly/N1saY4 (charges apply)
HAM	You can do a lot. Dial *121# now
HAM	If you still haven't experienced our incredible internet experience, do so with this video! Take up a bundle, dial *141*1# and click http://bit.ly/1b2WYiu
HAM	Dear Subscriber, your subscription to Airtel BlackBerry BES day service will expire in 4 hours. You would be deactivated because you have disabled autorenew. Se
HAM	Your Airtel Unlimited Blackberry was successful
HAM	Dear subscriber, your current Airtel Unlimited Blackberry Daily service expires on Mon 11 Nov,2013. To disable auto renewal, please send stopautorenew to 440
HAM	Dear customer, your phone has reached its SMS capacity. To continue to receive SMS, kindly delete old SMS.
HAM	Dear subscriber, your Airtel Unlimited Blackberry service is Live. Please remove and replace your battery to get the service running.
HAM	It's FREE! Get N200 free bonus if you recharge with N100 now. Bonus valid for 3days for Airtel to Airtel calls. Call 141 NOW for more
HAM	Dear valued customer, to get information about tariffs and plans, ongoing promos, services & lots more! Dial *121#. This service is free!
SPAM	Receive healing prophesies from Bishop David Oyedepo every day. Send BDO to 5029 to subscribe at N50 Weekly.
SPAM	Your friends have posted 480 updates this week. Reply to post your own status on Facebook or go to https://fb.com/l/1NjTfumaF0i0P9M.
SPAM	Your friends have posted 401 updates this week. Reply to post your own status on Facebook or go to https://fb.com/l/1Oz23niDoqYHa06.
SPAM	Subscribe to Genevieve Magazine for 7 days free and get two other news and gist products for 7 days free. Text GMW to 4900. Renewal at N30/week.
SPAM	Get the Leadership Newspaper delivered to your mobile phone everyday! Text LDW to 4900 to subscribe @N30 weekly
SPAM	To get breaking news from Aljazeera. Text AJW to 4900 @N30 weekly with MTN Mobile Newspaper. 
SPAM	Catch the latest gossip, news and hot gist on Linda Ikeji, Text LIW to 4900 to subscribe @ N30 weekly.
SPAM	Get the Sun Newspaper delivered to your mobile phone everyday! Text SNW to 4900 @N30 weekly.
SPAM	Get the Vanguard Newspaper delivered to your mobile phone everyday! Text VNM to 4900 @ N120 monthly.
SPAM	Seaweed is a superfood that makes a great snack.. To get your daily dose of health tips text Medplus to 5021 to subscribe, N50/weekly,text STOP to unsubscribe.
SPAM	To receive daily inspiration and prayers by Pastor Emmanuel Chima Okereke of Success TV Global Success Ministries, Txt Success to 5021. Txt STOP to unsubscribe
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 304XXXX489 as at end of AUG 2014 is NGN1,138.29. Thank you for banking with us. FirstBank                
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 304XXXX489 as at end of JUL 2014 is NGN978.30. Thank you for banking with us. FirstBank                  
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of MAY 2014 is NGN11,995.30. Thank you for banking with us. FirstBank
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of APR 2014 is NGN1,039.30. Thank you for banking with us. FirstBank
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of MAR 2014 is NGN1,067.30. Thank you for banking with us. FirstBank
HAM	Your Acct 3041207489 Has Been Debited with NGN2,000.00 On 02-APR-2014 18:24:29 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,067.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN2,000.00 On 01-APR-2014 15:36:07 By CASH DEP 3RD PARTY:ROFIMI/5744333. Bal: NGN3,067.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN3,000.00 On 25-MAR-2014 16:21:39 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,095.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN3,000.00 On 24-MAR-2014 13:26:52 By CRISTIAN AJAYI. Bal: NGN4,095.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN7,000.00 On 11-MAR-2014 15:47:33 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,095.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN7,000.00 On 11-MAR-2014 11:27:18 By CASH DEP 3RD PARTY:ODESOLA/11946936. Bal: NGN8,095.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN500.00 On 05-MAR-2014 10:10:47 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,095.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN14,000.00 On 05-MAR-2014 10:06:20 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,595.30CR
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of FEB 2014 is NGN15,595.30. Thank you for banking with us. FirstBank
HAM	Your Acct 3041207489 Has Been Credited with NGN3,500.00 On 26-FEB-2014 14:45:33 By CASH DEP 3RD PARTY:GBEMIGA 6178601. Bal: NGN15,659.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN2,000.00 On 25-FEB-2014 17:47:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN12,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN1,000.00 On 17-FEB-2014 09:15:36 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN14,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN10,000.00 On 14-FEB-2014 08:03:18 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN10,000.00 On 14-FEB-2014 08:06:08 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN10,000.00 On 14-FEB-2014 08:03:52 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN10,000.00 On 14-FEB-2014 08:05:16 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN15,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN10,000.00 On 14-FEB-2014 08:02:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN55,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN20,000.00 On 13-FEB-2014 15:14:38 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN65,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN20,000.00 On 13-FEB-2014 15:14:06 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN65,159.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN102,000.00 On 13-FEB-2014 11:06:49 By CHRISTIANA AJAYI. Bal: NGN105,159.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN2,000.00 On 13-FEB-2014 10:53:47 By FEMI ILORI. Bal: NGN3,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN2,000.00 On 04-FEB-2014 16:45:00 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,159.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN2,000.00 On 03-FEB-2014 17:17:18 By ATM AMT REV 3.02.2014. Bal: NGN3,159.30CR
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of JAN 2014 is NGN1,159.30. Thank you for banking with us. FirstBank
HAM	Your Acct 3041207489 Has Been Debited with NGN200.00 On 31-JAN-2014 12:59:09 By ATM PURCHASE-GTBank UNAAB ICT Centre/Abe. Bal: NGN1,159.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN3,000.00 On 28-JAN-2014 15:45:59 By ATM WITHDRAWAL-GTBank UNAAB ICT Centre/A. Bal: NGN1,359.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN1,000.00 On 21-JAN-2014 10:36:53 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,383.30CR
HAM	Your Acct 3041207489 Has Been Debited with NGN2,000.00 On 21-JAN-2014 09:52:20 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN2,383.30CR
HAM	Your Acct 3041207489 Has Been Credited with NGN4,000.00 On 06-JAN-2014 10:03:18 By CASH DEP 3RD PARTY:PHENOM. Bal: NGN7,383.30CR
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of DEC 2013 is NGN3,383.30. Thank you for banking with us. FirstBank
HAM	Your Acct 3041207489 Has Been Credited with NGN6.64 On 01-JAN-2014 03:57:20 By 3041207489:Int.Pd:01-10-2013 to 31-12-20. Bal: NGN3,383.30CR
HAM	Dear Valued Customer, with joy in our hearts, we wish you the very best of this season and always. Thank you for your patronage all year long. FirstBank.
HAM	Your Acct 3041207489 Has Been Credited with NGN3,200.00 On 16-DEC-2013 16:14:14 By OLUBUSE SAMUEL. Bal: NGN3,384.66CR
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of NOV 2013 is NGN184.66. Thank you for banking with us. FirstBank
HAM	Your Acct 30XXXXXX89 Has Been Debited with NGN12.00 On 27-OCT-2013 05:53:27 By 27-Sep-2013 to 26-OCT-2013 SMS Alert Cha. Bal: NGN184.66CR
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 30XXXXXX89 as at end of SEP 2013 is NGN196.66. Thank you for banking with us. FirstBank
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 304XXXXXX89 as at end of AUG 2013 is NGN198.78. Thank you for banking with us. FirstBank
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of JUL 2013 is NGN202.78. Thank you for banking with us. FirstBank
HAM	Your Acct 30XXXXXX89 Has Been Debited with NGN12.00 On 28-JUL-2013 06:03:53 By 27-May-2013 to 26-Jun-2013 SMS Alert Cha. Bal: NGN202.78CR
HAM	Your Acct 30XXXXXX89 Has Been Debited with NGN16.00 On 28-JUL-2013 06:03:53 By 27-Jun-2013 to 26-JUL-2013 SMS Alert Cha. Bal: NGN202.78CR
HAM	Dear Valued Customer, from 31/07/13 your monthly account statement willbe sent electronically. Kindly update your email address at anyFirstBank branch ONLY
HAM	Dear AJAYI AYOBAMI SAMSON, The balance on your account 3041207489 as at end of JUN 2013 is NGN230.78. Thank you for banking with us. FirstBank
HAM	Your Acct 3041207489 Has Been Credited with NGN1.00 On 30-JUN-2013 16:57:30 By 3041207489:Int.Pd:01-04-2013 to 30-06-20. Bal: NGN230.78CR
HAM	Dear Customer, thank you for your patience during our upgrade. Please ignore mails and phone calls requesting for your ATM and Internet Banking details.
HAM	Dear Valued Customer, thank you for your patience. The upgrade of our banking application has been successfully completed and our services restored
HAM	From 12noon on 6th -8th June, our ATMs, FirstOnline, Firstmonie and other channels will be available for use. Branches will re-open by 8am on 10th June.
HAM	Dear customer, from 12noon on 6th June to 8th June,2013, our branches will be closed for an upgrade. Alternative channels will be available for use. Thank you
HAM	Dear AJAYI AYOBAMI SAMSON, the balance on your account 3041207489 as at end of May 2013 is NGN1,229.78 Thank you for banking with us. FirstBank
HAM	Your Acct 3041207489 Has Been Debited with NGN1,000.00 On 04-JUN-2013 02:06 PM By VerveCard 1690 issuance fee. Bal: NGN229.78CR
HAM	Your Acct 3041207489 Has Been Debited with NGN1,000.00 On 21-MAY-2013 12:05 PM By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,261.78CR
HAM	Your Acct 3041207489 Has Been Debited with NGN1,000.00 On 17-MAY-2013 11:05 AM By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN2,261.78CR
HAM	Your Acct 3041207489 Has Been Debited with NGN4,000.00 On 16-MAY-2013 09:05 AM By ATM WITHDRAWAL-GTBank UNAAB Branch/Abeok. Bal: NGN3,261.78CR
HAM	Your Acct 3041207489 Has Been Debited with NGN32.00 On 29-MAY-2013 03:05 AM By 27-Apr-2013 to 26-May-2013 SMS Alert Cha. Bal: NGN1,229.78CR
HAM	Your Acct 3041207489 Has Been Credited with NGN6,000.00 On 15-MAY-2013 10:05 AM By CASH DEP 3RD PARTY:CHRISTIIANAH A. Bal: NGN7,261.78CR
HAM	Your Acct 3041207489 Has Been Debited with NGN1,000.00 On 14-MAY-2013 11:05 AM By ATM WITHDRAWAL-42A Isale Igbehin/Abeokut. Bal: NGN1,261.78CR
HAM	Dear Valued Customer, here is wishing you peace and prosperity throughout the New Year. Happy New Year, from all of us at FirstBank.
HAM	Your Acct 3041207489 Has Been Debited with NGN24.00 On 25-JAN-2014 05:21:56 By 27-Dec-2013 to 26-JAN-2014 SMS Alert Cha. Bal: NGN1,359.30CR
SPAM	"Today is Seyi Odusanya's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
HAM	Feel our New Naija Vibes, dial 1418 now!!
HAM	Call 14120 now to get airtime.
SPAM	1,000 times congrats!07019523633 this offer is personal and not transferable:enjoy our exclusive Relationship Tips service! To start:Call *585*6*1# now!N20/day.
SPAM	Get a super 90% off the callertune Mercy (Remix) by Praiz ft Diana King. Text 75 to 4100 @ N5/30 days!
SPAM	Make the hot single “Tchelete” by Davido ft Mafikizolo your Callertune. Reply 68 to 4100 to get it now @ only N5 for 30days.
SPAM	Yello ! Get the hottest release  “Go” by Tuface on MTN Callertunez. Reply 78 to 4100 to get it now at N5 valid for 30 days.
SPAM	"Thrill your callers with your favorite tracks on MTN Callertunez.To get ""Mercy Remix"" by Praiz. Reply 75 to 4100 @ N50/tune.For more hot tunez, dial *410#."
SPAM	Y'ello! Get the latest hit 'IFE DINMA' from 2face Idibia's latest album 'THE ASCENSION' as your callertune. Text 034324 to 4100 to download now @ N50/tune.
HAM	Has u step out to begin ur exams this day, The Lord will show himself has a great God, by giving u a spirit of excellence, dat will make u stand out. frm deji
SPAM	SMILE :) You would be having an incredibly excellent result this time. We haven't forgotten about you. Our prayers are with you.PresidentEsther. N
HAM	As u begin ur exam 2moro,al tinx wil work in ur favour.Fear not,God has it al covered.Bxt of God in ur exams.Ps 16.5-6.DRAMA UNIT.
HAM	1Jhn4:7.ds is jst a reminda of our lov feast which wil b takin plc on sat at gsf by 4pm,no Africn time,letx cme alng wt our delicious meal.drama unit
